ImageName,ImageFolder,Width ,Height,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,21x,21y,21z,22x,22y,22z,23x,23y,23z,24x,24y,24z,25x,25y,25z,26x,26y,26z,27x,27y,27z,28x,28y,28z,29x,29y,29z,30x,30y,30z,31x,31y,31z,32x,32y,32z
Boy_(191).jpg,boys photos,7589,5062,4144.1884,2048.04006,-6746.11165,4431.22777,1729.04735,-6363.37532,4568.93081,1731.90765,-6360.33107,4685.57518,1735.75154,-6357.91829,4021.64055,1725.75621,-6308.04513,3904.32897,1724.57588,-6302.62022,3813.254,1723.50357,-6305.70292,4943.4305,1892.71829,-3675.49215,3804.00004,1863.02736,-3317.85705,4433.94542,2403.07745,-5730.66614,3948.44249,2356.90921,-5636.23616,5998.62807,3427.21561,-2173.1799,2916.03152,3432.84357,-1203.36754,0.0,0.0,0.0,2358.13208,4951.42371,1055.89565,5778.86745,1853.54011,-8022.5965,0.0,0.0,0.0,5378.2456,1227.19017,-8739.2174,0.0,0.0,0.0,5231.49712,1205.15988,-7641.83508,0.0,0.0,0.0,5309.09825,1483.38979,-7727.24042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(192).jpg,boys photos,3415,4236,1771.15676,1831.20778,-3710.31543,1888.1619,1670.57185,-3508.2755,1955.22039,1670.57286,-3507.64572,2003.04809,1673.33682,-3510.20556,1666.48979,1679.87164,-3494.45935,1601.52706,1685.0635,-3493.27266,1540.94848,1690.86713,-3495.00812,2124.81365,1768.26043,-2052.66601,1503.47017,1777.93566,-1938.12098,1922.54738,2007.78286,-3150.81609,1650.28682,2025.7944,-3115.97691,2732.37315,2725.59546,-969.93127,1060.17317,2754.16442,-1389.48672,3000.42674,3878.27684,45.09564,835.35189,3947.22628,-1079.82601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(193).jpg,boys photos,3744,5616,1892.37382,2454.36895,-5330.64201,2158.92815,2170.60225,-5202.17382,2296.71102,2174.7326,-5205.24272,2434.30755,2176.81903,-5207.9193,1857.80291,2139.3933,-4909.57474,1799.03545,2125.74094,-4905.46325,1744.63735,2109.43845,-4909.10566,2704.00709,2277.83125,-3547.10924,1809.50611,2200.32563,-1980.74621,2134.79832,2792.32414,-4674.96596,1791.87158,2748.01164,-4229.32523,3539.04692,3859.64966,-2479.94194,933.14612,3975.13318,-442.02133,0.0,0.0,0.0,358.22246,5386.60189,931.98402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(194).jpg,boys photos,7952,5304,2923.30232,1745.04143,-3645.99103,3011.21968,1632.76402,-3430.55277,3070.8627,1634.9326,-3430.74117,3121.83149,1637.35631,-3431.77468,2836.45852,1637.87226,-3473.20422,2785.43499,1642.34157,-3473.96732,2741.74553,1646.16027,-3475.47978,3224.65682,1692.68593,-2199.32842,2711.41271,1714.21859,-2383.93644,3042.05349,1888.27762,-3187.76228,2844.25424,1910.5706,-3241.06019,3749.91765,2428.68794,-1215.35005,2469.28343,2606.54764,-2120.89295,4045.60671,3219.05122,-1310.18036,2571.79451,3768.01843,-2216.94517,3896.78081,3789.51078,-2836.93463,3150.54734,4605.11081,-2996.61387,3876.83116,4039.77625,-3250.03113,3266.88288,4905.40876,-3392.87403,3737.96847,3951.3972,-3355.10264,3401.27076,4822.1781,-3517.70845,3723.96556,3892.29046,-2901.04203,3381.43296,4728.28361,-3038.78969,3669.76876,3985.26971,451.74411,2985.91504,4114.45461,-453.17708,4420.24835,5101.70892,-925.27761,3188.88727,5146.72769,-2011.55804,4131.33051,5258.01573,2849.53907,0.0,0.0,0.0,4036.26085,5238.64881,3229.21552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(195).jpg,boys photos,4328,2885,2320.09337,760.88681,-2652.85339,2352.52419,632.38912,-2404.48042,2395.45563,636.2221,-2404.13396,2435.50427,640.44507,-2403.29737,2219.66685,629.00719,-2565.06786,2156.43068,632.68902,-2565.25463,2090.55587,637.89281,-2566.84862,2443.31402,715.50914,-1096.94594,1948.11976,732.02412,-1770.2333,2371.4849,902.96105,-2171.16018,2213.53158,907.8189,-2368.56444,2648.14546,1506.42659,-441.52061,1597.94709,1544.57046,-1515.94136,3165.70666,2349.6744,-1146.58213,1913.95874,2610.13494,-1509.21985,2380.27236,2280.52883,-2650.9065,2857.0528,2267.30292,-1058.32078,2075.9289,2286.31785,-2978.51978,3077.51329,2248.67473,-1162.43767,2029.91537,2177.75093,-2692.02494,3046.18193,2135.90427,-1057.27052,2129.12622,2180.53255,-2564.09326,2973.2954,2132.16553,-960.7058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(196).jpg,boys photos,5760,3840,3031.29066,1158.08819,-3393.8237,3097.54921,1092.21428,-3286.41552,3124.21612,1104.1396,-3286.43131,3152.26456,1114.72641,-3287.10148,3023.06328,1057.48959,-3306.59775,2994.30656,1049.29035,-3307.01969,2967.58507,1044.24179,-3307.17522,3201.96602,1144.743,-2396.40913,2914.63612,1053.937,-2497.88057,3052.8788,1242.79472,-3035.97084,2959.37588,1210.79247,-3065.4863,3363.78708,1368.69576,-1661.70462,2671.39229,1234.66049,-1804.84514,3580.44228,1948.90434,-2067.51949,2405.42513,1739.65164,-2248.61555,3219.12598,2004.52354,-2951.20171,2876.48798,1769.58664,-3020.86292,3146.08063,2065.1223,-3183.21716,2993.03696,1811.57112,-3241.26068,3114.04758,1992.15271,-3178.04466,3019.15867,1737.63016,-3149.48433,3121.27625,1968.53554,-2959.3412,2990.71644,1733.06877,-2980.60902,3117.97554,2000.94315,103.49588,2760.47819,1968.38631,-103.03624,3547.62852,2251.22955,-2094.71134,2612.99927,2077.05345,-2857.38258,3078.99948,2703.0835,-595.12077,2769.814,2771.98082,-1523.58501,2967.01927,2729.33762,-474.95502,2800.82428,2845.81581,-1415.91763,3051.77673,2999.47678,-1241.481,2830.24172,3087.48138,-2295.24736
Boy_(197).jpg,boys photos,2423,3744,1173.28932,1622.84254,-3004.46428,1253.33936,1504.79168,-2879.43637,1297.24438,1501.0243,-2879.58484,1336.80765,1498.33076,-2879.77605,1105.93152,1519.78512,-2856.40625,1056.364,1522.95488,-2856.67863,1017.36383,1526.94185,-2857.87849,1411.1284,1548.31543,-1980.87788,970.25379,1592.33749,-1843.13303,1274.77549,1737.84727,-2650.52395,1091.50795,1747.33959,-2613.62556,1823.69296,2328.73065,-1338.97008,632.68139,2335.39889,-1142.60303,2103.3797,3235.70426,-1132.93751,323.67199,3153.78252,-921.79658,1521.71713,3705.55582,-2027.87195,742.89492,3629.67569,-1937.78479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.93668,3722.45839,-2277.94624,1301.07171,3689.23927,-2025.62113,940.83617,3658.8025,-1965.65666,0.0,0.0,0.0,857.11825,3721.30844,89.69006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(198).jpg,boys photos,3632,5456,1130.44799,2751.3525,-3386.90669,1264.45866,2417.49639,-3617.49384,1358.49761,2394.82568,-3616.8498,1462.95334,2374.72213,-3617.44859,1090.11961,2475.1552,-3191.94699,1054.06559,2490.39974,-3186.76631,1019.48691,2503.98265,-3189.84125,1886.94529,2473.47341,-3260.4761,1222.351,2588.57721,-1107.32327,1414.37367,2987.98544,-3175.62712,1140.81942,3024.40882,-2554.96989,3181.30918,3973.87231,-2472.33489,664.05882,4041.41371,-890.92211,3418.69522,5150.23346,-1748.0804,442.8108,5399.74184,149.47555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(199).jpg,boys photos,3265,4898,2064.95659,1337.35647,-3478.01997,2166.82846,1206.00662,-3546.70338,2233.18571,1213.19777,-3545.87123,2307.60075,1222.18664,-3547.16227,2055.61574,1195.65539,-3372.98785,2031.97735,1192.1282,-3372.90494,2006.9944,1188.91296,-3374.86388,2512.68534,1286.13366,-3092.84212,2124.73897,1258.04081,-2292.82271,2211.71467,1535.70102,-3249.94912,2060.01741,1501.67208,-3023.86621,3119.61917,2005.72094,-2290.12018,1679.1774,1990.48587,-1702.15101,3139.32296,3238.36573,-3413.67673,1520.0341,3272.05543,-1620.35824,2576.14875,2190.78936,-4972.91066,1748.45242,4213.33924,-2443.20481,2325.96699,2000.4083,-5354.88525,1677.89804,4518.91101,-2566.69756,2358.10864,1756.55924,-5076.85064,1816.88537,4498.39993,-2744.88404,2361.3409,1852.90105,-4864.72704,1884.28495,4386.79633,-2501.10064,2860.46982,3586.78167,-124.03324,1953.76159,3702.51423,121.64155,3226.97532,3908.6182,-3695.64595,1239.52892,4769.58046,-612.62469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(2).jpg,boys photos,3479,5218,1554.53247,1311.41733,-1897.35378,1597.42801,1237.25159,-1809.54339,1626.83013,1236.95565,-1809.71696,1648.09733,1237.77542,-1809.97679,1512.03228,1241.00354,-1792.42566,1483.23307,1245.20678,-1792.80741,1454.56109,1250.10483,-1793.26839,1686.69182,1279.97864,-1153.58273,1425.46089,1289.86082,-1070.95718,1619.01393,1397.80931,-1633.69804,1508.18297,1406.46911,-1610.75564,1978.48413,1787.25862,-723.20137,1159.01464,1737.90255,-557.34513,2135.77595,2337.18308,-497.09183,893.03994,2205.73407,-325.78857,1934.55561,2718.85868,-1083.57915,1025.74383,2601.17139,-907.87045,1840.33537,2849.70635,-1258.69842,1058.84927,2765.53736,-1073.73732,1814.24144,2767.98258,-1340.17859,1116.55519,2697.98104,-1161.53848,1829.85703,2729.01619,-1106.56717,1111.64034,2646.71828,-943.55488,1672.37661,2876.06193,-133.81919,1222.33901,2859.57989,133.26524,1576.54671,3625.33867,-831.36915,1176.85515,3570.85502,-520.02703,1564.34268,4366.97963,-17.92802,1541.17301,4287.21154,760.82627,1627.06569,4475.32615,25.35597,1669.44323,4374.76284,864.56319,1570.32536,4786.38175,-760.2401,1473.35765,4704.26082,236.12908
Boy_(20).jpg,boys photos,2918,3648,1472.71079,1281.88378,-3355.9156,1584.83693,1097.92362,-3243.81833,1643.85832,1084.70971,-3243.52822,1691.44161,1075.79433,-3243.66979,1374.99366,1136.64254,-3186.31549,1320.61976,1143.42204,-3186.92562,1274.79616,1149.19653,-3188.31808,1789.51434,1121.41994,-2401.37507,1217.88164,1189.44382,-2110.57821,1623.85366,1431.89125,-3020.54385,1383.04367,1452.31888,-2939.15188,2273.3011,1969.94595,-1610.85527,886.40714,1944.33614,-1457.46388,2349.74851,3221.48456,-2090.8974,706.23318,3204.81839,-1584.74301,1754.428,2362.70962,-2894.8144,1748.23813,3349.13052,-2054.30121,1609.03461,2098.93089,-3130.29764,2035.57282,3448.23277,-2171.64323,1654.75324,1966.95227,-2757.3404,2099.66694,3331.51654,-1909.08244,1687.37574,2023.06773,-2740.12082,2003.07416,3289.43559,-1932.55363,1992.12323,3573.59085,-91.27312,1264.35745,3517.74131,101.26138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(200).jpg,boys photos,2000,3000,840.46268,576.6845,-2629.84252,918.10966,481.61423,-2617.10072,971.31306,485.05014,-2617.14482,1022.02582,489.86381,-2618.1078,815.40883,478.52039,-2539.37554,790.31765,479.8218,-2540.09748,765.03634,481.62407,-2541.19134,1126.29414,541.8427,-2158.01716,786.95035,539.97856,-1796.47362,929.50898,687.16997,-2424.98827,812.72447,677.63597,-2320.4987,1541.03613,968.2931,-1508.65746,560.60857,1044.62582,-1394.92726,1816.48123,1721.7232,-1117.50722,201.89899,1794.77727,-1200.66154,1528.07927,2256.99019,-1413.19931,820.23489,2170.89719,-1615.91053,1421.17548,2380.70011,-1634.1517,950.72633,2322.44807,-1796.26799,1356.33516,2285.85416,-1664.49726,1026.999,2215.5481,-1796.61572,1372.62464,2237.97834,-1413.33354,1002.37966,2158.39595,-1605.46577,1386.51252,2088.4704,52.36723,882.50637,2147.84163,-51.80099,1478.75416,2894.61279,-266.99194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(201).jpg,boys photos,4000,5672,1646.24119,1849.83355,-4030.63488,1787.51874,1639.68826,-4086.33661,1894.29259,1627.56988,-4085.18982,2001.65677,1617.93433,-4084.64432,1589.54453,1649.95534,-3764.88447,1541.08393,1648.94922,-3762.53009,1492.3197,1650.15041,-3764.59575,2243.34764,1682.80431,-3349.77198,1585.51669,1715.18943,-1828.39048,1858.04653,2085.8874,-3712.10432,1618.16025,2087.63983,-3280.06268,3157.06158,2761.62869,-3051.74565,1440.85574,2922.79735,-262.41574,3000.22864,4707.83361,-4177.63901,1050.5389,4824.77395,-2197.88241,1688.94887,3711.43355,-5004.43649,1248.5888,3786.94384,-6000.45633,1356.28045,3495.83676,-5281.01063,1105.81577,3459.27807,-6444.25297,1448.72355,3245.67426,-4832.72743,1169.60347,3233.66845,-6054.42905,1564.44192,3290.25688,-4785.87008,1265.03003,3275.34834,-5936.56349,2949.88298,5282.88661,-595.23904,1769.19067,5325.48032,614.74323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(202).jpg,boys photos,3837,5755,1619.58938,2296.58333,-3015.70366,1697.42651,2140.38599,-2798.94328,1754.17642,2132.55131,-2800.07033,1804.51396,2125.57967,-2801.39361,1504.86543,2166.56478,-2839.83241,1438.50221,2177.55169,-2839.83378,1382.52795,2191.6735,-2841.35717,1884.5089,2181.17438,-1480.00964,1331.52889,2274.73677,-1602.77902,1760.6669,2450.10748,-2494.29645,1532.98092,2488.59966,-2531.40191,2439.65221,3035.98429,-579.46136,1012.81076,3176.64638,-1283.67965,2665.85825,4217.46402,-409.89737,1285.53305,4277.86862,-2200.41261,2680.25442,5218.24759,-1543.96404,2305.43006,4021.27137,-3336.64582,2801.68658,5513.61247,-1951.25805,2590.53766,4006.65474,-3667.67126,2620.38957,5520.4414,-2076.97587,2610.48628,3856.43495,-3584.44325,2568.33562,5433.15567,-1606.82981,2526.53374,3840.62872,-3282.25704,2355.54507,5012.35249,204.94893,1547.78921,5102.99952,-200.36832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(203).jpg,boys photos,3456,5184,1860.66527,1149.14308,-180.38883,1904.32645,1102.73318,-40.96668,1925.96752,1111.77246,-40.87665,1946.89792,1121.37527,-41.11641,1836.52776,1084.60177,-35.45989,1812.75279,1080.40452,-35.65039,1789.97649,1077.37356,-35.83805,1971.46596,1177.20861,565.33413,1728.80811,1133.30948,566.92703,1893.45266,1234.36606,32.59409,1802.14021,1213.47791,31.0442,2132.97013,1605.54264,494.22079,1494.78408,1497.75317,678.77911,2160.49953,2158.71161,217.93791,1242.09177,1381.55514,136.95287,2043.0263,2569.34358,-74.94816,1695.62202,1309.9985,-20.05745,2009.06001,2731.18538,-207.90869,1803.13474,1290.42404,-175.06105,1915.91627,2698.8727,-315.33125,1824.4728,1291.17465,-66.15907,1912.63973,2654.51804,-116.01868,1793.69797,1311.75481,-5.91462,1986.97934,2511.27948,-41.55109,1563.27007,2500.14007,42.9175,2111.34183,3066.71443,-1742.63482,1641.01063,3018.19335,-1870.22605,1744.92835,3933.14165,-1915.74735,1665.41182,3967.22887,-2035.2832,1699.20796,3999.14202,-1948.57883,1697.52489,4099.50584,-2059.63618,1623.94612,4274.74083,-2825.06369,1607.2321,4283.12559,-2855.97242
Boy_(204).jpg,boys photos,987,1300,533.25152,392.61908,-736.95977,556.54812,345.75619,-745.17852,571.79803,343.15513,-745.4412,587.14613,339.65424,-745.90531,504.75937,349.69751,-721.76509,483.7029,349.53975,-721.73303,466.39532,349.55695,-722.05577,613.18325,337.58621,-600.39325,440.2286,353.90407,-497.69462,555.11385,435.54375,-665.02788,503.69544,442.91562,-636.13469,703.17876,567.1455,-522.82718,389.82892,529.53215,-184.1956,589.99585,959.16333,-527.34007,298.5213,878.57118,-373.49589,503.91481,671.84223,-519.93599,350.50509,639.29565,-762.11209,481.4206,593.83312,-515.8262,377.21322,557.34944,-775.02558,532.47291,536.54029,-466.12444,376.32475,524.91688,-702.35056,527.83347,578.46102,-488.99426,384.45088,548.34149,-738.56712,612.77703,1049.72459,-107.17061,463.66503,1011.51034,108.47172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(205).jpg,boys photos,2629,3324,1077.34483,1363.43565,-2615.7834,1151.23301,1181.85689,-2561.50372,1225.76906,1163.85042,-2559.92136,1297.56223,1150.50526,-2560.19574,968.72427,1232.03166,-2441.86374,925.95715,1247.69093,-2439.70331,887.5145,1262.44834,-2441.43015,1441.38064,1225.50223,-1811.97508,895.819,1350.17113,-1218.2045,1263.24911,1511.36255,-2311.58912,1025.05094,1559.32634,-2139.66301,2151.99629,2196.31963,-1073.34434,535.33681,2232.09403,-893.25201,2539.61311,3100.17268,-1109.24766,177.24437,3115.07274,-800.01687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(206).jpg,boys photos,423,550,203.60326,74.45223,-260.60239,211.06284,63.25097,-242.36514,215.87542,63.20911,-242.43765,220.47171,63.3307,-242.40891,195.58592,63.48306,-242.57188,190.54055,63.8921,-242.5563,185.90996,64.40639,-242.57531,228.80718,69.11462,-128.36277,181.35371,70.46309,-132.9446,213.70917,88.00287,-218.19497,195.55231,88.97934,-219.35907,256.45133,135.28482,-61.40764,160.77978,137.22679,-77.48544,272.44883,207.56396,-43.18293,134.37414,213.63245,-104.81845,252.24615,269.55631,-140.19486,171.56548,272.031,-237.34253,245.55907,289.10289,-174.37801,184.35572,291.98989,-274.09394,238.83054,281.28202,-196.75157,193.03193,285.1185,-291.25922,239.52149,274.18011,-150.3149,190.11998,277.65296,-246.13682,239.69143,290.60882,20.95865,185.84742,290.49549,-21.02729,262.62944,395.19301,59.25176,190.09643,397.63646,-25.28864,267.15095,494.63027,190.20578,197.9527,491.91095,109.1718,253.07368,514.70178,195.9305,204.85929,503.48837,115.61654,317.53402,518.47643,80.59016,202.35896,529.88813,-11.41325
Boy_(207).jpg,boys photos,8303,12454,3720.78043,2624.72706,-4347.37246,4010.98948,2316.98186,-4317.56232,4156.30941,2343.54361,-4322.03718,4281.1255,2372.70773,-4327.76512,3580.11996,2264.55522,-3929.35517,3460.74453,2256.19897,-3927.77892,3371.99904,2253.6016,-3930.66145,4542.13635,2562.88006,-3695.97865,3347.71888,2423.5705,-2006.31182,3992.68001,3026.77816,-4111.69961,3456.71854,3003.00437,-3621.86826,5178.99453,4546.32067,-4667.25333,3334.01294,4367.22983,-64.28037,5523.11597,7434.80124,-3983.25048,3289.76021,6839.80359,1622.83243,5512.65582,10404.2184,-2611.12576,2919.66532,8876.53973,1933.55943,5696.12169,11292.64326,-2846.10674,2777.5793,9535.65939,2118.52101,5443.06632,11284.30631,-3152.63677,2794.0913,9538.12537,1562.76104,5287.91154,10973.78058,-2655.17707,2990.57248,9343.51083,1682.93227,4538.85617,8672.23128,-1099.95307,3549.0941,8471.19274,1103.00634,4324.11674,11776.20291,-80.55918,2607.73646,10994.05843,3278.58073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(208).jpg,boys photos,3552,5342,1751.41219,2134.57452,-1287.09245,1787.55311,2021.33558,-1234.55732,1827.00993,2011.66123,-1234.50069,1857.55479,2005.49478,-1234.54187,1665.15603,2050.88814,-1124.39402,1635.26157,2058.67353,-1124.4641,1606.98598,2066.77319,-1124.69275,1909.07073,2026.05534,-738.06098,1584.74641,2108.08854,-254.34643,1847.13012,2194.57039,-1101.91722,1712.48656,2238.23018,-964.16642,2205.80235,2393.65802,-1010.59186,1640.61003,2526.54179,491.70045,1952.75318,2813.88018,-1770.15538,1480.98042,2960.73378,204.11611,1309.74995,2908.11272,-2479.55942,1241.11437,3304.18522,-1030.22669,1218.79562,2998.27154,-2754.06894,1141.09278,3296.89049,-1263.37119,1192.35751,2986.62927,-2709.35014,1156.80738,3287.79326,-1363.08622,1237.18228,2946.47165,-2463.16141,1187.63615,3247.95818,-1113.40915,2254.75334,3404.78241,-580.3854,1958.59209,3417.32864,578.02112,1471.31295,3318.62789,-1455.60428,1327.86922,3654.91801,-299.56684,1528.02735,4230.70605,-471.92112,1797.50735,4110.16601,547.04124,1644.00267,4287.1964,-340.50408,1935.80386,4117.31681,641.70208,1269.96963,4519.66737,-461.74908,1767.52629,4431.33685,504.25101
Boy_(209).jpg,boys photos,2000,2500,908.76144,1018.437,-2133.99625,998.01731,914.22334,-2069.56577,1043.34688,918.42845,-2069.62967,1084.55777,922.60018,-2069.42749,893.97132,897.41856,-2021.24381,868.43634,888.71554,-2020.14542,846.85284,881.85206,-2021.72041,1168.53905,965.1877,-1334.96606,863.4873,906.71897,-1068.14957,993.08491,1125.32958,-1838.71269,856.89372,1101.57102,-1762.79211,1472.49627,1475.01424,-522.38595,469.23566,1483.74036,-616.0202,1815.52482,1950.27769,-139.93944,288.0376,2105.12444,-620.89443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boy_(21).jpg,boys photos,3277,4096,1551.12797,541.56226,-1510.49004,1599.46598,459.48669,-1475.69846,1632.75395,456.06848,-1475.89115,1664.02246,454.5127,-1476.34225,1515.3669,477.96729,-1405.92711,1496.55823,485.29407,-1405.71314,1475.81722,491.90222,-1405.88951,1727.33472,493.46533,-1069.47006,1477.14699,538.97278,-736.95245,1630.25819,612.52686,-1342.23592,1519.74617,625.4353,-1247.73924,2042.18304,1004.6073,-979.99282,1342.0696,1028.06396,-200.11215,2154.97332,1595.00562,-799.00374,1248.50393,1593.63501,96.23075,2052.79794,2140.08618,-908.25699,1112.20069,2100.73706,-279.76019,2082.99705,2299.24902,-1033.74727,1056.14219,2246.85449,-393.54189,2000.83129,2285.7312,-1197.72437,1107.69417,2254.4353,-581.43812,1979.16552,2228.67285,-959.05677,1143.92948,2202.90552,-371.18244,1792.66039,2094.6062,-297.41395,1418.90144,2078.73999,296.13797,1775.68747,2930.06348,-514.76906,1319.40162,2871.51318,109.12882,1722.84421,3732.74658,78.54352,1429.64809,3649.67578,808.2317,1707.45186,3810.02954,83.88508,1509.20803,3792.27832,832.24347,1615.56813,3908.29297,-667.92035,1178.67565,3903.76611,230.38474
Boy_(210).jpg,boys photos,4000,6000,2260.30731,1831.42769,-1986.99403,2241.25743,1745.46361,-1912.2951,2241.4341,1740.35114,-1912.95159,2240.53645,1735.01086,-1913.75279,2206.48289,1749.51804,-2079.33712,2179.79002,1747.57916,-2079.70572,2149.405,1745.05448,-2080.47533,2138.10706,1737.94913,-1203.40848,2009.48668,1753.35181,-1953.95553,2236.06968,1901.49558,-1675.28272,2195.66727,1901.97712,-1893.24915,2387.09021,2046.40371,-553.7008,1583.81426,2197.34001,-1486.99319,2601.17722,2638.86452,63.50558,1458.22954,2881.86532,-1206.23493,2793.34617,3144.19591,-471.94064,1464.74099,3456.81095,-1449.82111,2879.43077,3231.91953,-615.20278,1419.45469,3628.60394,-1599.80118,2840.8289,3237.76996,-902.98295,1487.47742,3638.3847,-1881.03342,2800.20618,3213.64331,-601.19873,1524.29891,3590.07096,-1550.40467,2110.6112,3312.31141,127.62479,1693.29941,3301.06294,-127.38392,1934.13162,4237.53619,-150.16381,1618.59846,4215.48986,-290.13455,1734.53331,4988.50393,915.81482,1659.12867,5036.06844,785.59667,1753.44265,5070.72115,972.65464,1641.4634,5126.6166,842.29416,1801.03242,5283.64491,128.95244,1658.12075,5287.0152,-99.18556
